"Candidato","Partido","Ordem","Círculo","Efectivo/Suplente"
"Maria Teresa Torres dos Santos","MAS- Movimento Alternativa Socialista","11","Viana do Castelo","Suplente"
"Maria Manuela Pereira Tender","CH- CHEGA","01","Vila Real","Efectivo"
"Sérgio Miguel Parra Ramos","CH- CHEGA","02","Vila Real","Efectivo"
"Carlos Jorge Moura Fecha","CH- CHEGA","03","Vila Real","Efectivo"
"Helena Ferreira Fraga","CH- CHEGA","04","Vila Real","Efectivo"
"Eduardo Cassiano Nogueira Pinto Miranda","CH- CHEGA","05","Vila Real","Efectivo"
"Cláudia Cardoso Correia Freire","CH- CHEGA","06","Vila Real","Suplente"
"João Pedro Matos Correia","CH- CHEGA","07","Vila Real","Suplente"
"Vítor Carlos Teixeira Pimentel","CDS-PP- CDS-Partido Popular","01","Vila Real","Efectivo"
"Maria Enide Gouveia da Silva Menezes Seixas","CDS-PP- CDS-Partido Popular","02","Vila Real","Efectivo"
"João Luís Marques Rebelo da Silva","CDS-PP- CDS-Partido Popular","03","Vila Real","Efectivo"
"Maria Adelaide Pinto dos Santos Carvalho","CDS-PP- CDS-Partido Popular","04","Vila Real","Efectivo"
"Rogério António de Lima","CDS-PP- CDS-Partido Popular","05","Vila Real","Efectivo"
"José Acácio Lopes Gonçalves","CDS-PP- CDS-Partido Popular","06","Vila Real","Suplente"
"Sílvia Andreia Duarte Pereira Correia","CDS-PP- CDS-Partido Popular","07","Vila Real","Suplente"
"João Alexandre Sol Teixeira","CDS-PP- CDS-Partido Popular","08","Vila Real","Suplente"
"Ana Paula Borges Gouveia","CDS-PP- CDS-Partido Popular","09","Vila Real","Suplente"
"João Carlos Azenha da Rocha","CDS-PP- CDS-Partido Popular","10","Vila Real","Suplente"
"Enara Teixeira","BE- Bloco de Esquerda","01","Vila Real","Efectivo"
"Carlos Manuel Moreira Gomes","BE- Bloco de Esquerda","02","Vila Real","Efectivo"
"José Luís da Silva Rodrigues","BE- Bloco de Esquerda","03","Vila Real","Efectivo"
"Rita Marques Barbosa","BE- Bloco de Esquerda","04","Vila Real","Efectivo"
"Luís Miguel Mourão dos Santos","BE- Bloco de Esquerda","05","Vila Real","Efectivo"
"Vasco Valente Lopes","BE- Bloco de Esquerda","06","Vila Real","Suplente"
"Ermelinda Manuela Silva da Costa Borges","BE- Bloco de Esquerda","07","Vila Real","Suplente"
"Rui Manuel Morais Borges","BE- Bloco de Esquerda","08","Vila Real","Suplente"
"Teresa Marina Pinto Gonçalves","BE- Bloco de Esquerda","09","Vila Real","Suplente"
"Rui de Carvalho Santos","BE- Bloco de Esquerda","10","Vila Real","Suplente"
"Artur José Montenegro Soveral Freire de Andrade - Independente","PPD/PSD- Partido Social Democrata","01","Vila Real","Efectivo"
"Cláudia Patrícia Quitério Bento - Independente","PPD/PSD- Partido Social Democrata","02","Vila Real","Efectivo"
"André Pereira Cardoso Marques","PPD/PSD- Partido Social Democrata","03","Vila Real","Efectivo"
"Miguel de Matos Esteves","PPD/PSD- Partido Social Democrata","04","Vila Real","Efectivo"
"Paula Cristina Lopes Costa","PPD/PSD- Partido Social Democrata","05","Vila Real","Efectivo"
"Ana Rita Penas Costa","PPD/PSD- Partido Social Democrata","06","Vila Real","Suplente"
"Álvaro Rodrigues Pinto","PPD/PSD- Partido Social Democrata","07","Vila Real","Suplente"
"Carlos Alberto Marinho Carvalho","PPD/PSD- Partido Social Democrata","08","Vila Real","Suplente"
"Sónia Andrea Rodrigues Pereira Pires","PPD/PSD- Partido Social Democrata","09","Vila Real","Suplente"
"José Augusto Fernandes Barroso Borges Rebelo","PPD/PSD- Partido Social Democrata","10","Vila Real","Suplente"
"João António Vilela Cabeço","NC- Nós Cidadãos!","01","Vila Real","Efectivo"
"Maria de Fátima Queiroz Pimenta Sarmento","NC- Nós Cidadãos!","02","Vila Real","Efectivo"
"José Belarmino Graça Cordeiro","NC- Nós Cidadãos!","03","Vila Real","Efectivo"
"Susana Rita Silva Carvalho","NC- Nós Cidadãos!","04","Vila Real","Efectivo"
"José Ricardo Sousa Sarmento","NC- Nós Cidadãos!","05","Vila Real","Efectivo"
"Alfredo Manuel Lopes Botelho","NC- Nós Cidadãos!","06","Vila Real","Suplente"
"Ana Fernandes Mota","NC- Nós Cidadãos!","07","Vila Real","Suplente"
"Hugo Filipe Coelho Tª Pereira","NC- Nós Cidadãos!","08","Vila Real","Suplente"
"Sandra de Conceição de Carvalho Pinto - Independente","R.I.R- Reagir Incluir Reciclar","01","Vila Real","Efectivo"
"Manuel Afonso de Oliveira Lopes Santos - Independente","R.I.R- Reagir Incluir Reciclar","02","Vila Real","Efectivo"
"Clotilde Fernandes da Rocha Santos - Independente","R.I.R- Reagir Incluir Reciclar","03","Vila Real","Efectivo"
"José Loureiro Santos - Independente","R.I.R- Reagir Incluir Reciclar","04","Vila Real","Efectivo"
"António Fernando Barbosa Nogueira - Independente","R.I.R- Reagir Incluir Reciclar","05","Vila Real","Efectivo"
"Cristiana Raquel Silva Almeida - Independente","R.I.R- Reagir Incluir Reciclar","06","Vila Real","Suplente"
"Hermínio José da Silva Sobral - Independente","R.I.R- Reagir Incluir Reciclar","07","Vila Real","Suplente"
"Nuno Alexandre Ligeiro Novo","MPT- Partido da Terra","01","Vila Real","Efectivo"
"Ana Catarina da Silva Moreira","MPT- Partido da Terra","02","Vila Real","Efectivo"
"Clarisse Feteira Pacheco","MPT- Partido da Terra","03","Vila Real","Efectivo"
"Roberto Magro Gomes Rodrigues","MPT- Partido da Terra","04","Vila Real","Efectivo"
"Sílvia Letra Feteira","MPT- Partido da Terra","05","Vila Real","Efectivo"
"Armando Camacho Carreira","MPT- Partido da Terra","06","Vila Real","Suplente"
"Custódia dos Santos Loureiro Carvalho","MPT- Partido da Terra","07","Vila Real","Suplente"
"João Pedro do Poço Castro Gonçalves","VP- Volt Portugal","01","Vila Real","Efectivo"
"Ana Isabel Torres Nogueira - Independente","VP- Volt Portugal","02","Vila Real","Efectivo"
"Hugo Alexandre Simões Monteiro","VP- Volt Portugal","03","Vila Real","Efectivo"
"Alice Afonso do Poço Maria Gonçalves - Independente","VP- Volt Portugal","04","Vila Real","Efectivo"
"Hugo Miguel da Silveira Gouveia","VP- Volt Portugal","05","Vila Real","Efectivo"
"Rita Sofia Alves e Menezes Azevedo - Independente","VP- Volt Portugal","06","Vila Real","Suplente"
"Marco Filipe Chaves Antunes - Independente","VP- Volt Portugal","07","Vila Real","Suplente"
"João Luís Nogueira da Silva","L- LIVRE","01","Vila Real","Efectivo"
"Maria Emília Pereira Simões de Abreu","L- LIVRE","02","Vila Real","Efectivo"
"Luís Manuel Teixeira Gomes Rebelo","L- LIVRE","03","Vila Real","Efectivo"
"Magda Sofia Serrasqueiro Barata Lourenço","L- LIVRE","04","Vila Real","Efectivo"
"Miguel João Paiva Bento","L- LIVRE","05","Vila Real","Efectivo"
"Graça Maria Jacinto Mendonça Nazaré","L- LIVRE","06","Vila Real","Suplente"
"Ildeberto Calmeiro da Silva Gama - Independente","L- LIVRE","07","Vila Real","Suplente"
"José Miguel Afonso Fernandes - PCP","PCP – PEV - PCP.PEV- CDU- Coligação Democrática Unitária","01","Vila Real","Efectivo"
"Júlia Violante de Carvalho Ribeiro Correia - PCP","PCP – PEV - PCP.PEV- CDU- Coligação Democrática Unitária","02","Vila Real","Efectivo"
"Maria Inês da França Torrado da Silva - PCP","PCP – PEV - PCP.PEV- CDU- Coligação Democrática Unitária","03","Vila Real","Efectivo"
"António Manuel Alves Serafim - PCP","PCP – PEV - PCP.PEV- CDU- Coligação Democrática Unitária","04","Vila Real","Efectivo"
"José Fernando Teixeira Moutinho - PEV","PCP – PEV - PCP.PEV- CDU- Coligação Democrática Unitária","05","Vila Real","Efectivo"
"Maria Manuela da Rocha Pinto Abreu Ramos - PCP","PCP – PEV - PCP.PEV- CDU- Coligação Democrática Unitária","06","Vila Real","Suplente"
"Diamantino Francisco Maia da Silva - PCP","PCP – PEV - PCP.PEV- CDU- Coligação Democrática Unitária","07","Vila Real","Suplente"
"João Manuel da Conceição Monteiro - PCP","PCP – PEV - PCP.PEV- CDU- Coligação Democrática Unitária","08","Vila Real","Suplente"
"Clarisse Ferreira Casais - PCP","PCP – PEV - PCP.PEV- CDU- Coligação Democrática Unitária","09","Vila Real","Suplente"
"Paulo Manuel Rosa Figueiredo - PCP","PCP – PEV - PCP.PEV- CDU- Coligação Democrática Unitária","10","Vila Real","Suplente"
"Joana Margarida Magalhães Ferreira","IL- Iniciativa Liberal","01","Vila Real","Efectivo"
"João Paulo da Rocha de Sousa Guedes Alves","IL- Iniciativa Liberal","02","Vila Real","Efectivo"
"Luís Filipe Baldaia Ferreira Vaz Pimentel","IL- Iniciativa Liberal","03","Vila Real","Efectivo"
"Maria João Lisboa de Sousa Gomes Cabral","IL- Iniciativa Liberal","04","Vila Real","Efectivo"
"Pedro João Magalhães Ermida Ferreira","IL- Iniciativa Liberal","05","Vila Real","Efectivo"
"João Baptista da Cruz Hermenegildo","IL- Iniciativa Liberal","06","Vila Real","Suplente"
"Isabel Maria Ferreira Maio de Menezes Falcão Cunha","IL- Iniciativa Liberal","07","Vila Real","Suplente"
"Pedro Miguel Albino Figueiredo","IL- Iniciativa Liberal","08","Vila Real","Suplente"
"Ana Isabel Pimentel Guedes da Fonte","IL- Iniciativa Liberal","09","Vila Real","Suplente"
"Carlos António Sampaio Alonso","IL- Iniciativa Liberal","10","Vila Real","Suplente"
"Bruno Miguel de Sousa Cancelinha","MAS- Movimento Alternativa Socialista","01","Vila Real","Efectivo"
"Thomas Edward Reis Bloomfield","MAS- Movimento Alternativa Socialista","02","Vila Real","Efectivo"
"Rosa Brígida Ribeiro Gomes","MAS- Movimento Alternativa Socialista","03","Vila Real","Efectivo"
"Nídia Maria Martins Pereira de Azevedo","MAS- Movimento Alternativa Socialista","04","Vila Real","Efectivo"
"Paulo Jorge Passos Geraldes","MAS- Movimento Alternativa Socialista","05","Vila Real","Efectivo"
"Joana Maria de Sousa Ferreira Lima de Freitas","MAS- Movimento Alternativa Socialista","06","Vila Real","Suplente"
"Elsa Sofia Castro Pimenta","MAS- Movimento Alternativa Socialista","07","Vila Real","Suplente"
"Nélson Joel Garrido Alves","MAS- Movimento Alternativa Socialista","08","Vila Real","Suplente"
"Maria Paula Gonçalves dos Santos","MAS- Movimento Alternativa Socialista","09","Vila Real","Suplente"
"João Tiago Vasconcelos Lopes","MAS- Movimento Alternativa Socialista","10","Vila Real","Suplente"
"Francisco José Ferreira da Rocha","PS- Partido Socialista","01","Vila Real","Efectivo"
"Fátima Liliana Fontes Correia Pinto","PS- Partido Socialista","02","Vila Real","Efectivo"
"Agostinho Gonçalves Alves da Santa","PS- Partido Socialista","03","Vila Real","Efectivo"
"Susana Isabel Quintal Barroso","PS- Partido Socialista","04","Vila Real","Efectivo"
"Carlos Fernando Costa Martins","PS- Partido Socialista","05","Vila Real","Efectivo"
"Renato Mourão de Sousa Almeida","PS- Partido Socialista","06","Vila Real","Suplente"
"Ana Daniela Lourenço Alves","PS- Partido Socialista","07","Vila Real","Suplente"
"José António do Vale Martins Coroado","PS- Partido Socialista","08","Vila Real","Suplente"
"Alexandra Cristina Mesquita Magalhães","PS- Partido Socialista","09","Vila Real","Suplente"
"José Manuel de Carvalho Marques","PS- Partido Socialista","10","Vila Real","Suplente"
"José Maria dos Santos Castro","PAN- PESSOAS - ANIMAIS - NATUREZA","01","Vila Real","Efectivo"
"Filipa Daniela Gomes Pires Alves","PAN- PESSOAS - ANIMAIS - NATUREZA","02","Vila Real","Efectivo"
"José Maria Figueiredo Alves Meireles","PAN- PESSOAS - ANIMAIS - NATUREZA","03","Vila Real","Efectivo"
"Maria de Lurdes Machado Santos","PAN- PESSOAS - ANIMAIS - NATUREZA","04","Vila Real","Efectivo"
"Flávio Alexandre Ventura Batista","PAN- PESSOAS - ANIMAIS - NATUREZA","05","Vila Real","Efectivo"
"Luísa Maria Cardoso Antunes","PAN- PESSOAS - ANIMAIS - NATUREZA","06","Vila Real","Suplente"
"Paul Fernandes Summers","PAN- PESSOAS - ANIMAIS - NATUREZA","07","Vila Real","Suplente"
"Cristina Maria Azevedo da Costa Rodrigues","PAN- PESSOAS - ANIMAIS - NATUREZA","08","Vila Real","Suplente"
"Francisco Lopes Pinto","PAN- PESSOAS - ANIMAIS - NATUREZA","09","Vila Real","Suplente"
"Isabel Maria de Menezes Montalvão e Silva","E- Ergue-te","01","Vila Real","Efectivo"
"Amélia Lina Alves Correia Fernandes","E- Ergue-te","02","Vila Real","Efectivo"
"Frederico de Utra Machado Pinto Coelho","E- Ergue-te","03","Vila Real","Efectivo"
"José Manuel dos Santos Garcia da Rocha","E- Ergue-te","04","Vila Real","Efectivo"
"Margarida Fradique Rodrigues de Sousa Ribeiro","E- Ergue-te","05","Vila Real","Efectivo"
"Nuno Filipe da Costa Calado","E- Ergue-te","06","Vila Real","Suplente"
"Gonçalo Miguel Baptista dos Santos","E- Ergue-te","07","Vila Real","Suplente"
"Inês Castel-Branco Marques Vidal","E- Ergue-te","08","Vila Real","Suplente"
"Hugo Miguel Marques Pinto","E- Ergue-te","09","Vila Real","Suplente"
"Miguel Alexandre Ferreira Santos","E- Ergue-te","10","Vila Real","Suplente"
"João José Rodrigues Tilly","CH- CHEGA","01","Viseu","Efectivo"
"Amélia Maria da Silva Soares","CH- CHEGA","02","Viseu","Efectivo"
"Pedro Figueiredo Lopes Blanco","CH- CHEGA","03","Viseu","Efectivo"
"Sandra Monteiro Lourenço","CH- CHEGA","04","Viseu","Efectivo"
"Sérgio Rui Reis Serrador","CH- CHEGA","05","Viseu","Efectivo"
"Hugo Manuel Rodrigues Batista","CH- CHEGA","06","Viseu","Efectivo"
"Maria Cristina Correia do Vale","CH- CHEGA","07","Viseu","Efectivo"
"Paulo Alexandre da Silva Lopes","CH- CHEGA","08","Viseu","Efectivo"
"João Jorge Silva Figueiredo","CH- CHEGA","09","Viseu","Suplente"
"Anabela Portela da Silva Ferreira","CH- CHEGA","10","Viseu","Suplente"
"Dulce Maria de Jesus Soares","CH- CHEGA","11","Viseu","Suplente"
"Manuel da Conceição Marques","CDS-PP- CDS-Partido Popular","01","Viseu","Efectivo"
"Manuel António Cardoso de Carvalho","CDS-PP- CDS-Partido Popular","02","Viseu","Efectivo"
"Magda Alexandra Figueiredo Ferreira Fernandes","CDS-PP- CDS-Partido Popular","03","Viseu","Efectivo"
"Ruben Daniel Alexandre Silva Felizardo","CDS-PP- CDS-Partido Popular","04","Viseu","Efectivo"
"José Manuel Lopes Flórido","CDS-PP- CDS-Partido Popular","05","Viseu","Efectivo"
"Carlinda Duarte de Jesus Oliveira Loureiro","CDS-PP- CDS-Partido Popular","06","Viseu","Efectivo"
"Maria Carolina da Cunha Santos","CDS-PP- CDS-Partido Popular","07","Viseu","Efectivo"
"Fernando Filipe Moreira","CDS-PP- CDS-Partido Popular","08","Viseu","Efectivo"
"Ana Cristina Esteves da Silva","CDS-PP- CDS-Partido Popular","09","Viseu","Suplente"
"Manuel José Carmo Coutinho","CDS-PP- CDS-Partido Popular","10","Viseu","Suplente"
"Marco Agostinho Pereira de Oliveira","CDS-PP- CDS-Partido Popular","11","Viseu","Suplente"
"Anabela de Almeida Jesus do Couto","CDS-PP- CDS-Partido Popular","12","Viseu","Suplente"
"Miguel Daiyen Carvalho Won","L- LIVRE","01","Viseu","Efectivo"
"Inês Won Sampaio","L- LIVRE","02","Viseu","Efectivo"
"Luís Henrique Pereira Braz Marques","L- LIVRE","03","Viseu","Efectivo"
"Ana Marta Santos Salvado","L- LIVRE","04","Viseu","Efectivo"
"Carlos Aldo Santos Oliveira","L- LIVRE","05","Viseu","Efectivo"
"Maria Luísa Natário","L- LIVRE","06","Viseu","Efectivo"
"Rui Manuel Moreira Vidal Simões","L- LIVRE","07","Viseu","Efectivo"
"Maria João Dias Carrilho","L- LIVRE","08","Viseu","Efectivo"
"André João Maurício Leitão do Valle Wemans","L- LIVRE","09","Viseu","Suplente"
"Susana Cristina Marques","L- LIVRE","10","Viseu","Suplente"
"Paulo Fernando Silva Rodrigues","PTP- Partido Trabalhista Português","01","Viseu","Efectivo"
"Carla Marisa Martins Carvalho Rodrigues","PTP- Partido Trabalhista Português","02","Viseu","Efectivo"
"Acácio da Silva Ramos","PTP- Partido Trabalhista Português","03","Viseu","Efectivo"
"Maria Vitória Ferreira de Figueiredo Ramos","PTP- Partido Trabalhista Português","04","Viseu","Efectivo"
"Carlos Alberto Ferreira","PTP- Partido Trabalhista Português","05","Viseu","Efectivo"
"Sandra Maria Varanda da Cunha","PTP- Partido Trabalhista Português","06","Viseu","Efectivo"
"Daniel de Jesus Baptista Adão","PTP- Partido Trabalhista Português","07","Viseu","Efectivo"
"Paulo Jorge de Oliveira Marques","PTP- Partido Trabalhista Português","08","Viseu","Efectivo"
"Custódia Cláudia da Silva Martins Adão","PTP- Partido Trabalhista Português","09","Viseu","Suplente"
"Sérgio Paulo Jacinto Martins","PTP- Partido Trabalhista Português","10","Viseu","Suplente"
"Marília da Conceição Ferreira de Figueiredo","PTP- Partido Trabalhista Português","11","Viseu","Suplente"
"Tânia Alexandra Marques Filipe e Campos","VP- Volt Portugal","01","Viseu","Efectivo"
"Rui Vasco Figueiredo Augusto","VP- Volt Portugal","02","Viseu","Efectivo"
"Tânia Filipa Pais Rito","VP- Volt Portugal","03","Viseu","Efectivo"
"Jorge Manuel de Oliveira Trindade","VP- Volt Portugal","04","Viseu","Efectivo"
"Mara Cristina Silva Campos","VP- Volt Portugal","05","Viseu","Efectivo"
"Luís Filipe Costa e Sousa da Paz","VP- Volt Portugal","06","Viseu","Efectivo"
"Gonçalo Manuel Dinis da Silva Gomes","VP- Volt Portugal","07","Viseu","Efectivo"
"Ilda de Sousa Figueiredo","VP- Volt Portugal","08","Viseu","Efectivo"
"António Manuel Esteves Lopes","VP- Volt Portugal","09","Viseu","Suplente"
"Cláudio Jorge Apolo Esberard","VP- Volt Portugal","10","Viseu","Suplente"
"João Nuno Ferreira Gonçalves Azevedo","PS- Partido Socialista","01","Viseu","Efectivo"
"Lúcia Fernanda Ferreira Araújo da Silva","PS- Partido Socialista","02","Viseu","Efectivo"
"José Rui Alves Duarte da Cruz","PS- Partido Socialista","03","Viseu","Efectivo"
"João Paulo de Loureiro Rebelo","PS- Partido Socialista","04","Viseu","Efectivo"
"Maria da Graça da Mouta Silva Reis","PS- Partido Socialista","05","Viseu","Efectivo"
"Manuel António Rebelo Ferreira","PS- Partido Socialista","06","Viseu","Efectivo"
"Diogo Gomes Carvalhas","PS- Partido Socialista","07","Viseu","Efectivo"
"Sónia Isabel Anjos Numão Lopes","PS- Partido Socialista","08","Viseu","Efectivo"
"Carlos Alberto de Meneses Bento","PS- Partido Socialista","09","Viseu","Suplente"
"Catarina Andreia Sousa Meneses Almeida Matos","PS- Partido Socialista","10","Viseu","Suplente"
"Nuno Miguel Pais Seabra","PS- Partido Socialista","11","Viseu","Suplente"
"Ana Filipa Sobral Balça","PS- Partido Socialista","12","Viseu","Suplente"
"Marta Susana Alves Palrinhas","PS- Partido Socialista","13","Viseu","Suplente"
"Hugo Daniel Alves Martins de Carvalho","PPD/PSD- Partido Social Democrata","01","Viseu","Efectivo"
"António Guilherme de Jesus Pais de Almeida","PPD/PSD- Partido Social Democrata","02","Viseu","Efectivo"
"Cristiana Maria da Silva Ferreira","PPD/PSD- Partido Social Democrata","03","Viseu","Efectivo"
"Hugo João Ribeiro Maravilha","PPD/PSD- Partido Social Democrata","04","Viseu","Efectivo"
"Domingos Manuel Pinto Nascimento","PPD/PSD- Partido Social Democrata","05","Viseu","Efectivo"
"Ana Raquel Correia Pinto","PPD/PSD- Partido Social Democrata","06","Viseu","Efectivo"
"Ana Cristina Fernandes Pais","PPD/PSD- Partido Social Democrata","07","Viseu","Efectivo"
"Paulo Alexandre Ribeiro Bito","PPD/PSD- Partido Social Democrata","08","Viseu","Efectivo"
"Sofia Daniela Pereira Mesquita","PPD/PSD- Partido Social Democrata","09","Viseu","Suplente"
"José Luís Mendes Loureiro Abrantes","PPD/PSD- Partido Social Democrata","10","Viseu","Suplente"
"Cláudia Isabel Gomes de Jesus Damião","PPD/PSD- Partido Social Democrata","11","Viseu","Suplente"
"Idália Sofia Ferreira Ribeiro","PPD/PSD- Partido Social Democrata","12","Viseu","Suplente"
"Arlindo Marques da Cunha","PPD/PSD- Partido Social Democrata","13","Viseu","Suplente"
"Vítor Manuel Duarte Ferreira Ramalho","E- Ergue-te","01","Viseu","Efectivo"
"Patrícia Alexandre Ferro Araújo","E- Ergue-te","02","Viseu","Efectivo"
"Felismina Pereira de Oliveira Ferreira","E- Ergue-te","03","Viseu","Efectivo"
"Vítor Manuel Vieira Magina","E- Ergue-te","04","Viseu","Efectivo"
"Eliana Isabel Henriques da Rua Rodrigues","E- Ergue-te","05","Viseu","Efectivo"
"Maria Goretti de Oliveira Pinto Batista","E- Ergue-te","06","Viseu","Efectivo"
"Luís de Almeida e Vasconcelos Pinto Coelho","E- Ergue-te","07","Viseu","Efectivo"
"Paulo Alexandre Januário Russo","E- Ergue-te","08","Viseu","Efectivo"
"Mafalda Brandão Burnay Bastos","E- Ergue-te","09","Viseu","Suplente"
"Daniel Pereira Teles","E- Ergue-te","10","Viseu","Suplente"
"Isabel Alexandra Martinho de Almeida","E- Ergue-te","11","Viseu","Suplente"
"Pedro Manuel Antunes Quaresma","E- Ergue-te","12","Viseu","Suplente"
"Gonçalo Leiria Pinto Simões de Carvalho","E- Ergue-te","13","Viseu","Suplente"
"Carolina Maria Pina de Almeida","PAN- PESSOAS - ANIMAIS - NATUREZA","01","Viseu","Efectivo"
"Carolina Pia Barros Dias de Figueiredo","PAN- PESSOAS - ANIMAIS - NATUREZA","02","Viseu","Efectivo"
"Bruno Miguel da Fonseca Marques","PAN- PESSOAS - ANIMAIS - NATUREZA","03","Viseu","Efectivo"
"Maria da Conceição Dias de Oliveira","PAN- PESSOAS - ANIMAIS - NATUREZA","04","Viseu","Efectivo"
"Cândido Monteiro Coelho","PAN- PESSOAS - ANIMAIS - NATUREZA","05","Viseu","Efectivo"
"Sara Raquel Lunet Miroto","PAN- PESSOAS - ANIMAIS - NATUREZA","06","Viseu","Efectivo"
"Alexandre Manuel da Silva Rodrigues","PAN- PESSOAS - ANIMAIS - NATUREZA","07","Viseu","Efectivo"
"Vera Vanessa Ferreira Polónio","PAN- PESSOAS - ANIMAIS - NATUREZA","08","Viseu","Efectivo"
"Pedro Miguel Cardoso Martins","PAN- PESSOAS - ANIMAIS - NATUREZA","09","Viseu","Suplente"
"Sandra Cardoso Lopes","PAN- PESSOAS - ANIMAIS - NATUREZA","10","Viseu","Suplente"
"Carlos Manuel Ferreira Teixeira Pinho","PAN- PESSOAS - ANIMAIS - NATUREZA","11","Viseu","Suplente"
"Martina Duarte Oliveira","PAN- PESSOAS - ANIMAIS - NATUREZA","12","Viseu","Suplente"
"Paula Cristina da Fonseca Ribeiro Teixeira","R.I.R- Reagir Incluir Reciclar","01","Viseu","Efectivo"
"Maria Gorete Ribeiro Martins","R.I.R- Reagir Incluir Reciclar","02","Viseu","Efectivo"
"João Francisco Gouveia Alves","R.I.R- Reagir Incluir Reciclar","03","Viseu","Efectivo"
"Mário Vítor Moreira Bessa","R.I.R- Reagir Incluir Reciclar","04","Viseu","Efectivo"
"Mariana Daniela Trigo Silva","R.I.R- Reagir Incluir Reciclar","05","Viseu","Efectivo"
"Armando Soares Rodrigues","R.I.R- Reagir Incluir Reciclar","06","Viseu","Efectivo"
"Pedro Miguel Nunes Sousa","R.I.R- Reagir Incluir Reciclar","07","Viseu","Efectivo"
"Helena Albuquerque Bernardo","R.I.R- Reagir Incluir Reciclar","08","Viseu","Efectivo"
"Jorge Manuel da Rocha de Sousa","R.I.R- Reagir Incluir Reciclar","09","Viseu","Suplente"
"Francisca Maria Ponte Trindade Araújo","R.I.R- Reagir Incluir Reciclar","10","Viseu","Suplente"
"Carlos Daniel Teixeira Rodrigues","R.I.R- Reagir Incluir Reciclar","11","Viseu","Suplente"
"Gonçalo Raimundo de Jesus Pereira","ADN- ALTERNATIVA DEMOCRÁTICA NACIONAL","01","Viseu","Efectivo"
"Ernesto Ferreira Ribeiro","ADN- ALTERNATIVA DEMOCRÁTICA NACIONAL","02","Viseu","Efectivo"
"Cristina Oliveira Vaz Velho","ADN- ALTERNATIVA DEMOCRÁTICA NACIONAL","03","Viseu","Efectivo"
"José Manuel Santos da Silva Mirra","ADN- ALTERNATIVA DEMOCRÁTICA NACIONAL","04","Viseu","Efectivo"
"Gonçalo Manuel Costa Rijo da Silva","ADN- ALTERNATIVA DEMOCRÁTICA NACIONAL","05","Viseu","Efectivo"
"Cláudia Sofia Neves Bettencourt","ADN- ALTERNATIVA DEMOCRÁTICA NACIONAL","06","Viseu","Efectivo"
"Gonçalo Nuno Ribeirete Lopes Rodrigues","ADN- ALTERNATIVA DEMOCRÁTICA NACIONAL","07","Viseu","Efectivo"
"Márcia Alexandra Valente Cruz Ribeiro","ADN- ALTERNATIVA DEMOCRÁTICA NACIONAL","08","Viseu","Efectivo"
"Sara Cristina Carochinho Silva Rebelo Rodrigues","ADN- ALTERNATIVA DEMOCRÁTICA NACIONAL","09","Viseu","Suplente"
"Tiago Filipe de Matos Castro Correia","ADN- ALTERNATIVA DEMOCRÁTICA NACIONAL","10","Viseu","Suplente"
"Alexandre Costa e Sousa Hoffmann Castela","PCP.PEV- CDU- Coligação Democrática Unitária","01","Viseu","Efectivo"
"Maria Helena Lopes Barbosa","PCP.PEV- CDU- Coligação Democrática Unitária","02","Viseu","Efectivo"
"Nuno Diogo de Sousa Batista Coimbra","PCP.PEV- CDU- Coligação Democrática Unitária","03","Viseu","Efectivo"
"Isabel de Fátima Esteves Moreira Pires Souto","PCP.PEV- CDU- Coligação Democrática Unitária","04","Viseu","Efectivo"
"Maria Filomena de Matos Pires","PCP.PEV- CDU- Coligação Democrática Unitária","05","Viseu","Efectivo"
"Telmo Ricardo Aparício Reis","PCP.PEV- CDU- Coligação Democrática Unitária","06","Viseu","Efectivo"
"António Manuel Lareiro dos Santos","PCP.PEV- CDU- Coligação Democrática Unitária","07","Viseu","Efectivo"
"Sara Aurora dos Santos Arêde Carvalho","PCP.PEV- CDU- Coligação Democrática Unitária","08","Viseu","Efectivo"
"Leonel Alberto Marques Ferreira","PCP.PEV- CDU- Coligação Democrática Unitária","09","Viseu","Suplente"
"Ângela Maria da Silva Bártolo","PCP.PEV- CDU- Coligação Democrática Unitária","10","Viseu","Suplente"
"Maria João da Costa Correia","PCP.PEV- CDU- Coligação Democrática Unitária","11","Viseu","Suplente"
"João Paulo Penha Guerra de Almeida","PCP.PEV- CDU- Coligação Democrática Unitária","12","Viseu","Suplente"
"Alexandra Margarida Marques de Albuquerque Pessoa","PCP.PEV- CDU- Coligação Democrática Unitária","13","Viseu","Suplente"
"Maria de Fátima Ferreira Cosme","MAS- Movimento Alternativa Socialista","01","Viseu","Efectivo"
"Carlos Duarte da Silva Oliveira","MAS- Movimento Alternativa Socialista","02","Viseu","Efectivo"
"Helga Sofia Machado Mendes Leal","MAS- Movimento Alternativa Socialista","03","Viseu","Efectivo"
"Christoph Pais Correia","MAS- Movimento Alternativa Socialista","04","Viseu","Efectivo"
"Cecília Rita Cosme Vilar Correia","MAS- Movimento Alternativa Socialista","05","Viseu","Efectivo"
"Vítor Manuel Pestana Silva","MAS- Movimento Alternativa Socialista","06","Viseu","Efectivo"
"Carla Sofia Monteiro Rama","MAS- Movimento Alternativa Socialista","07","Viseu","Efectivo"
"António Jesus Fernandes","MAS- Movimento Alternativa Socialista","08","Viseu","Efectivo"
